30.06.2013 19:17:31: Starting interval: 3600 jobs during 3600 seconds
30.06.2013 19:17:31: second 0, jobs that second 0, active requests: 0
30.06.2013 19:57:40: second 2409, jobs that second 0, active requests: 0
30.06.2013 19:57:41: second 2410, jobs that second 0, active requests: 0
30.06.2013 19:57:42: second 2411, jobs that second 0, active requests: 0
30.06.2013 19:57:43: second 2412, jobs that second 2, active requests: 0
30.06.2013 19:57:44: second 2413, jobs that second 0, active requests: 1
30.06.2013 19:57:45: second 2414, jobs that second 1, active requests: 0
30.06.2013 19:57:46: second 2415, jobs that second 1, active requests: 0
30.06.2013 19:57:47: second 2416, jobs that second 0, active requests: 1
30.06.2013 19:57:48: second 2417, jobs that second 0, active requests: 0
30.06.2013 19:57:49: second 2418, jobs that second 1, active requests: 0
30.06.2013 19:57:50: second 2419, jobs that second 0, active requests: 0
30.06.2013 19:57:51: second 2420, jobs that second 0, active requests: 0
30.06.2013 19:57:52: second 2421, jobs that second 0, active requests: 0
30.06.2013 19:57:53: second 2422, jobs that second 0, active requests: 0
30.06.2013 19:57:54: second 2423, jobs that second 0, active requests: 0
30.06.2013 19:57:55: second 2424, jobs that second 0, active requests: 0
30.06.2013 19:57:56: second 2425, jobs that second 0, active requests: 0
30.06.2013 19:57:57: second 2426, jobs that second 1, active requests: 0
30.06.2013 19:57:58: second 2427, jobs that second 0, active requests: 0
30.06.2013 19:57:59: second 2428, jobs that second 1, active requests: 0
30.06.2013 19:58:00: second 2429, jobs that second 1, active requests: 0
30.06.2013 19:58:01: second 2430, jobs that second 0, active requests: 0
30.06.2013 19:58:02: second 2431, jobs that second 0, active requests: 0
30.06.2013 19:58:03: second 2432, jobs that second 1, active requests: 0
30.06.2013 19:58:04: second 2433, jobs that second 0, active requests: 0
30.06.2013 19:58:05: second 2434, jobs that second 0, active requests: 0
30.06.2013 19:58:06: second 2435, jobs that second 3, active requests: 0
30.06.2013 19:58:07: second 2436, jobs that second 0, active requests: 1
30.06.2013 19:58:08: second 2437, jobs that second 2, active requests: 0
30.06.2013 19:58:09: second 2438, jobs that second 1, active requests: 1
30.06.2013 19:58:10: second 2439, jobs that second 1, active requests: 0
30.06.2013 19:58:11: second 2440, jobs that second 2, active requests: 0
30.06.2013 19:58:12: second 2441, jobs that second 1, active requests: 0
30.06.2013 19:58:13: second 2442, jobs that second 0, active requests: 0
30.06.2013 19:58:14: second 2443, jobs that second 0, active requests: 0
30.06.2013 19:58:15: second 2444, jobs that second 3, active requests: 0
30.06.2013 19:58:16: second 2445, jobs that second 0, active requests: 2
30.06.2013 19:58:17: second 2446, jobs that second 0, active requests: 0
30.06.2013 19:58:18: second 2447, jobs that second 2, active requests: 0
30.06.2013 19:58:19: second 2448, jobs that second 1, active requests: 0
30.06.2013 19:58:20: second 2449, jobs that second 2, active requests: 0
30.06.2013 19:58:21: second 2450, jobs that second 2, active requests: 0
30.06.2013 19:58:22: second 2451, jobs that second 0, active requests: 1
30.06.2013 19:58:23: second 2452, jobs that second 1, active requests: 0
30.06.2013 19:58:24: second 2453, jobs that second 1, active requests: 0
30.06.2013 19:58:25: second 2454, jobs that second 0, active requests: 1
30.06.2013 19:58:26: second 2455, jobs that second 2, active requests: 0
30.06.2013 19:58:27: second 2456, jobs that second 0, active requests: 1
30.06.2013 19:58:28: second 2457, jobs that second 3, active requests: 0
30.06.2013 19:58:29: second 2458, jobs that second 0, active requests: 0
30.06.2013 19:58:30: second 2459, jobs that second 1, active requests: 0
30.06.2013 19:58:31: second 2460, jobs that second 0, active requests: 0
30.06.2013 19:58:32: second 2461, jobs that second 1, active requests: 0
30.06.2013 19:58:33: second 2462, jobs that second 0, active requests: 1
30.06.2013 19:58:34: second 2463, jobs that second 2, active requests: 0
30.06.2013 19:58:35: second 2464, jobs that second 0, active requests: 1
30.06.2013 19:58:36: second 2465, jobs that second 2, active requests: 0
30.06.2013 19:58:37: second 2466, jobs that second 1, active requests: 1
30.06.2013 19:58:38: second 2467, jobs that second 0, active requests: 0
30.06.2013 19:58:39: second 2468, jobs that second 0, active requests: 0
30.06.2013 19:58:40: second 2469, jobs that second 0, active requests: 0
30.06.2013 19:58:41: second 2470, jobs that second 0, active requests: 0
30.06.2013 19:58:42: second 2471, jobs that second 1, active requests: 0
30.06.2013 19:58:43: second 2472, jobs that second 0, active requests: 0
30.06.2013 19:58:44: second 2473, jobs that second 4, active requests: 0
30.06.2013 19:58:45: second 2474, jobs that second 3, active requests: 0
30.06.2013 19:58:46: second 2475, jobs that second 2, active requests: 2
30.06.2013 19:58:47: second 2476, jobs that second 2, active requests: 0
30.06.2013 19:58:48: second 2477, jobs that second 0, active requests: 0
30.06.2013 19:58:49: second 2478, jobs that second 1, active requests: 0
30.06.2013 19:58:50: second 2479, jobs that second 0, active requests: 0
30.06.2013 19:58:51: second 2480, jobs that second 1, active requests: 0
30.06.2013 19:58:52: second 2481, jobs that second 1, active requests: 0
30.06.2013 19:58:53: second 2482, jobs that second 0, active requests: 1
30.06.2013 19:58:54: second 2483, jobs that second 0, active requests: 0
30.06.2013 19:58:55: second 2484, jobs that second 0, active requests: 0
30.06.2013 19:58:56: second 2485, jobs that second 0, active requests: 0
30.06.2013 19:58:57: second 2486, jobs that second 1, active requests: 0
30.06.2013 19:58:58: second 2487, jobs that second 0, active requests: 0
30.06.2013 19:58:59: second 2488, jobs that second 0, active requests: 0
30.06.2013 19:59:00: second 2489, jobs that second 1, active requests: 0
30.06.2013 19:59:01: second 2490, jobs that second 0, active requests: 1
30.06.2013 19:59:02: second 2491, jobs that second 2, active requests: 0
30.06.2013 19:59:03: second 2492, jobs that second 0, active requests: 0
30.06.2013 19:59:04: second 2493, jobs that second 1, active requests: 0
30.06.2013 19:59:05: second 2494, jobs that second 2, active requests: 0
30.06.2013 19:59:06: second 2495, jobs that second 1, active requests: 0
30.06.2013 19:59:07: second 2496, jobs that second 0, active requests: 0
30.06.2013 19:59:08: second 2497, jobs that second 1, active requests: 0
30.06.2013 19:59:09: second 2498, jobs that second 0, active requests: 1
30.06.2013 19:59:10: second 2499, jobs that second 0, active requests: 0
30.06.2013 19:59:11: second 2500, jobs that second 1, active requests: 0
30.06.2013 19:59:12: second 2501, jobs that second 0, active requests: 0
30.06.2013 19:59:13: second 2502, jobs that second 0, active requests: 0
30.06.2013 19:59:14: second 2503, jobs that second 1, active requests: 0
30.06.2013 19:59:15: second 2504, jobs that second 3, active requests: 1
30.06.2013 19:59:16: second 2505, jobs that second 1, active requests: 0
30.06.2013 19:59:17: second 2506, jobs that second 1, active requests: 0
30.06.2013 19:59:18: second 2507, jobs that second 0, active requests: 0
30.06.2013 19:59:19: second 2508, jobs that second 0, active requests: 0
30.06.2013 19:59:20: second 2509, jobs that second 0, active requests: 0
30.06.2013 19:59:21: second 2510, jobs that second 2, active requests: 0
30.06.2013 19:59:22: second 2511, jobs that second 1, active requests: 1
30.06.2013 19:59:23: second 2512, jobs that second 1, active requests: 0
30.06.2013 19:59:24: second 2513, jobs that second 1, active requests: 1
30.06.2013 19:59:25: second 2514, jobs that second 1, active requests: 0
30.06.2013 19:59:26: second 2515, jobs that second 3, active requests: 0
30.06.2013 19:59:27: second 2516, jobs that second 0, active requests: 0
30.06.2013 19:59:28: second 2517, jobs that second 1, active requests: 0
30.06.2013 19:59:29: second 2518, jobs that second 1, active requests: 0
30.06.2013 19:59:30: second 2519, jobs that second 0, active requests: 1
30.06.2013 19:59:31: second 2520, jobs that second 1, active requests: 0
30.06.2013 19:59:32: second 2521, jobs that second 1, active requests: 0
30.06.2013 19:59:33: second 2522, jobs that second 1, active requests: 1
30.06.2013 19:59:34: second 2523, jobs that second 2, active requests: 0
30.06.2013 19:59:35: second 2524, jobs that second 1, active requests: 1
30.06.2013 19:59:36: second 2525, jobs that second 2, active requests: 0
30.06.2013 19:59:37: second 2526, jobs that second 1, active requests: 0
30.06.2013 19:59:38: second 2527, jobs that second 0, active requests: 1
30.06.2013 19:59:39: second 2528, jobs that second 2, active requests: 0
30.06.2013 19:59:40: second 2529, jobs that second 1, active requests: 1
30.06.2013 19:59:41: second 2530, jobs that second 1, active requests: 0
30.06.2013 19:59:42: second 2531, jobs that second 2, active requests: 1
30.06.2013 19:59:43: second 2532, jobs that second 0, active requests: 0
30.06.2013 19:59:44: second 2533, jobs that second 0, active requests: 0
30.06.2013 19:59:45: second 2534, jobs that second 0, active requests: 0
30.06.2013 19:59:46: second 2535, jobs that second 0, active requests: 0
30.06.2013 19:59:47: second 2536, jobs that second 0, active requests: 0
30.06.2013 19:59:48: second 2537, jobs that second 2, active requests: 0
30.06.2013 19:59:49: second 2538, jobs that second 0, active requests: 0
30.06.2013 19:59:50: second 2539, jobs that second 1, active requests: 0
30.06.2013 19:59:51: second 2540, jobs that second 1, active requests: 0
30.06.2013 19:59:52: second 2541, jobs that second 2, active requests: 0
30.06.2013 19:59:53: second 2542, jobs that second 1, active requests: 1
30.06.2013 19:59:54: second 2543, jobs that second 0, active requests: 1
30.06.2013 19:59:55: second 2544, jobs that second 0, active requests: 0
30.06.2013 19:59:56: second 2545, jobs that second 1, active requests: 0
30.06.2013 19:59:57: second 2546, jobs that second 0, active requests: 0
30.06.2013 19:59:58: second 2547, jobs that second 0, active requests: 0
30.06.2013 19:59:59: second 2548, jobs that second 2, active requests: 0
30.06.2013 20:00:00: second 2549, jobs that second 0, active requests: 0
30.06.2013 20:00:01: second 2550, jobs that second 1, active requests: 0
30.06.2013 20:00:02: second 2551, jobs that second 0, active requests: 0
30.06.2013 20:00:03: second 2552, jobs that second 1, active requests: 0
30.06.2013 20:00:04: second 2553, jobs that second 2, active requests: 0
30.06.2013 20:00:05: second 2554, jobs that second 1, active requests: 1
30.06.2013 20:00:06: second 2555, jobs that second 3, active requests: 0
30.06.2013 20:00:07: second 2556, jobs that second 0, active requests: 1
30.06.2013 20:00:08: second 2557, jobs that second 2, active requests: 0
30.06.2013 20:00:09: second 2558, jobs that second 1, active requests: 0
30.06.2013 20:00:10: second 2559, jobs that second 0, active requests: 0
30.06.2013 20:00:11: second 2560, jobs that second 2, active requests: 0
30.06.2013 20:00:12: second 2561, jobs that second 0, active requests: 1
30.06.2013 20:00:13: second 2562, jobs that second 0, active requests: 0
30.06.2013 20:00:14: second 2563, jobs that second 1, active requests: 0
30.06.2013 20:00:15: second 2564, jobs that second 1, active requests: 0
30.06.2013 20:00:16: second 2565, jobs that second 1, active requests: 1
30.06.2013 20:00:17: second 2566, jobs that second 1, active requests: 0
30.06.2013 20:00:18: second 2567, jobs that second 2, active requests: 0
30.06.2013 20:00:19: second 2568, jobs that second 1, active requests: 0
30.06.2013 20:00:20: second 2569, jobs that second 3, active requests: 0
30.06.2013 20:00:21: second 2570, jobs that second 1, active requests: 1
30.06.2013 20:00:22: second 2571, jobs that second 2, active requests: 1
30.06.2013 20:00:23: second 2572, jobs that second 2, active requests: 0
30.06.2013 20:00:24: second 2573, jobs that second 0, active requests: 0
30.06.2013 20:00:25: second 2574, jobs that second 1, active requests: 0
30.06.2013 20:00:26: second 2575, jobs that second 0, active requests: 0
30.06.2013 20:00:27: second 2576, jobs that second 1, active requests: 0
30.06.2013 20:00:28: second 2577, jobs that second 1, active requests: 0
30.06.2013 20:00:29: second 2578, jobs that second 0, active requests: 1
30.06.2013 20:00:30: second 2579, jobs that second 1, active requests: 0
30.06.2013 20:00:31: second 2580, jobs that second 2, active requests: 0
30.06.2013 20:00:32: second 2581, jobs that second 0, active requests: 1
30.06.2013 20:00:33: second 2582, jobs that second 0, active requests: 0
30.06.2013 20:00:34: second 2583, jobs that second 2, active requests: 0
30.06.2013 20:00:35: second 2584, jobs that second 4, active requests: 1
30.06.2013 20:00:36: second 2585, jobs that second 1, active requests: 1
30.06.2013 20:00:37: second 2586, jobs that second 0, active requests: 0
30.06.2013 20:00:38: second 2587, jobs that second 1, active requests: 0
30.06.2013 20:00:39: second 2588, jobs that second 1, active requests: 1
30.06.2013 20:00:40: second 2589, jobs that second 1, active requests: 0
30.06.2013 20:00:41: second 2590, jobs that second 1, active requests: 1
30.06.2013 20:00:42: second 2591, jobs that second 0, active requests: 0
30.06.2013 20:00:43: second 2592, jobs that second 1, active requests: 0
30.06.2013 20:00:44: second 2593, jobs that second 1, active requests: 0
30.06.2013 20:00:45: second 2594, jobs that second 1, active requests: 0
30.06.2013 20:00:46: second 2595, jobs that second 0, active requests: 0
30.06.2013 20:00:47: second 2596, jobs that second 0, active requests: 0
30.06.2013 20:00:48: second 2597, jobs that second 0, active requests: 0
30.06.2013 20:00:49: second 2598, jobs that second 0, active requests: 0
30.06.2013 20:00:50: second 2599, jobs that second 1, active requests: 0
30.06.2013 20:00:51: second 2600, jobs that second 1, active requests: 0
30.06.2013 20:00:52: second 2601, jobs that second 1, active requests: 0
30.06.2013 20:00:53: second 2602, jobs that second 4, active requests: 1
30.06.2013 20:00:54: second 2603, jobs that second 0, active requests: 1
